ஃபார்ம் faarm
ஃபார்ம் farm
ஃபார்ம் form
ஃபார்ம்	hpaarm
உகந்தவை	ukanththavai
உடலிலும்	udalilum
உடலில்	udalil
உடலை	udalai
உடலை	vittu
உடலைக்	udalaik
உடல்நலம்	udalnalam
உடைந்தது	udaindhadhu
உடைந்தது	udainthathu
உட்கொள்ளுதல்	utkolluthal
உட்கொள்ளும்	utkollum
உட்கொள்வது	utkolvathu
உட்புறமாக	udpuramaaka
உட்புறமாக	utpuramaaga
உட்புறமாக	utpuramaaha
உட்புறம்	udpuram
உட்புறம்	utpuram
உணர்வாக	unarvaaga
உணர்வாக	unarvaaka
உணவு	vagaigalai
உணவு	vagaikalai
உணவு	vakaikalai
உணவுகளில்	unavugalil
உணவுகளில்	unavukalil
உணவுகளும்	unavugalum
உணவுகளும்	unavukalum
உணவுகளைச்	unavugalaich
உணவுகளைச்	unavukalaich
உணவுகளையும்	uanvugalaiyum
உணவுகளையும்	unavugalaiyum
உணவுகளையும்	unavukalaiyum
உணவுக்கான	unavukkaaga
உணவுக்கான	unavukkaana
உணவுச்	unavuch
உணவுடன்	unavudan
உணவுடன்	unavutan
உண்ட	unda
உண்ட	unnda
உண்ட	unta
உண்டானது	undaanadhu
உண்டானது	undaanathu
உண்டானது	untaanathu
உந்தும்	unththum
உந்தும்	unthum
உப்சாலா	uppsala
உப்சாலா	uppsalaa
உப்சாலா	upsala
உப்சாலா	upsalaa
உப்சாலா	upsalla
உப்சாலா	uuppsala
உப்சாலா	uuppsalaa
உப்சாலா	uupsalla
உப்பு	uppu
உப்புகளும்	uppugalum
உப்புகளும்	uppukalum
உப்பும்	uppum
உமது	umathu
உமை	umai
உம்மா	ummaa
உயிரினமாக	uyirinamaaga
உயிரினமாக	uyirinamaaka
உயிரினம்	uyirinam
உயிர்மை	uyirmai
உயிர்வாழ	uyirvaala
உயிர்வாழ	uyirvaazha
உயிர்வாழும்	uyirvaalum
உயிர்வாழும்	uyirvaazhum
உயிலில்	uyilil
உயில்	uyil
உரித்தான	uriththaana
உருக	urga
உருக	uruga
உருக	uruka
உருக்கிய	urukkiya
உருவப்படத்தை	uruvappadaththai
உருவப்படத்தை	uruvappataththai
உருவப்படம்	uruvappadam
உருவப்படம்	uruvappatam
உருவாகக்	uruvaagak
உருவாகக்	uruvaakak
உருவாகவில்லை	uruvaagavillai
உருவாகவில்லை	uruvaakavillai
உருவாகவும்	uruvaagavum
உருவாகவும்	uruvaakavum
உருவாகியுள்ள	uruvaagiyulla
உருவாக்கத்தின்	uruvaakkaththin
உருவாக்கத்திற்கு	uruvaakaththirku
உருவாக்கத்திற்கு	uruvaakkaththirku
உருவாக்கத்திலும்	uruvaakaththilum
உருவாக்கத்திலும்	uruvaakkaththilum
உருவாக்கப்படும்	uruvaakkappadum
உருவாக்கமும்	uruvaakkamum
உருவாக்கல்	uruvaakkal
உருவாக்காமல்	uruvaakkaamal
உருவாக்குவதற்கு	uruvaakkuvatharku
உருவாக்குவது	uruvaakkuvathu
உரையாடல்களில்	uraiyaadalgalil
உரையாடல்களில்	uraiyaadalkalil
உரையாடல்களில்	uraiyaatalgalil
உரையாடல்களை	uraiyaadalgalai
உரையாடல்களை	uraiyaadalkalai
உரையாடல்களை	uraiyaatalgalai
உறங்காமல்	urangaamal
உறங்காமல்	urangkaamal
உறங்கிக்	kondirundha
உறங்கிக்	kontirunta
உறங்கிக்	kontiruntha
உறவாக	uravaaga
உறவாக	uravaaka
உறுதியான	urudhiyaana
உறுதியான	uruthiyaana
உறுதியானதும்	urudhiyaanathum
உறுதியானதும்	uruthiyaanathum
உறுப்பு	uruppu
உறுப்புகளின்	uruppugalin
உறுப்புகளுக்கு	uruppugalukku
உறுப்புகளுக்கும்	uruppugalukkum
உறுப்புகளையும்	uruppugalaiyum
உறுப்புகள்	uruppugal
உறுப்புக்கு	uruppukku
உறுப்புக்கும்	uruppukkum
உறுப்பும்	uruppum
உலகினை	ulaginai
உலகினை	ulakinai
உலகைப்	ulagaip
உலங்கு	vaanoordhi
உலங்கு	vaanoorthi
உலங்கு	vaanuurthi
உலங்கு	vaanuurti
உலங்கு	vanurti
உலா	varukindrana
உலா	varukinrana
உலூம்	uloom
உலூம்	ulum
உள்ளடக்க	ulladakka
உள்ளடக்க	ullatakka
உள்ளடக்கமும்	ulladakkamum
உள்ளடக்கமும்	ullatakkamum
உள்ளடக்கும்	ulladakkum
உள்ளடக்கும்	ullatakkum
உள்ளிருந்து	ullirunththu
உள்ளிருந்து	ullirunthu
உள்வாங்கிய	ulvaanggiya
உள்வாங்கிய	ulvaangkiya
உள்வாங்கிய	ulvaankiya
உழைப்பு	ulaippukku
உழைப்பு	ulaipputhaan
உழைப்பு	uzhaippukku
ஊடக	oodaka
ஊடக	udaka
ஊடக	uudaaka
ஊடக	uudaka
ஊடகத்தில்	oodagaththil
ஊடகத்தில்	oodakaththil
ஊடகத்தில்	udagaththil
ஊடகத்தில்	uudakaththil
ஊடகத்தை	oodagaththai
ஊடகத்தை	oodakaththai
ஊடகத்தை	udagaththai
ஊடகத்தை	uudakaththai
ஊடகப்	oodagap
ஊடகப்	oodakap
ஊடகப்	uudagap
ஊடகப்	uudakap
ஊடகம்	oodagam
ஊடகம்	uoodagam
ஊடகம்	uudakam
ஊதா	oothaa
ஊதா	uuthaa
ஊரக	ooraga
ஊரக	uooraga
ஊரக	uuraaka
ஊரே	oorae
ஊரே	uurae
ஊர்வலமாக	oorvalamaaga
ஊர்வலமாக	oorvalamaaka
ஊர்வலமாக	uurvalamaaka
எக்ஸ்போ	expo
எக்ஸ்போ	yekspoa
எங்கோ	enggo
எங்கோ	engkoa
எங்கோ	enkoa
எசுப்பானிய	esuppaaniya
எசுப்பானிய	yesuppaaniya
எஞ்சி	enchchi
எஞ்சி	enchi
எஞ்சி	enjgi
எஞ்சின்	enchin
எஞ்சின்	engine
எடுக்கப்படாமல்	edukkappadaamal
எடுக்கப்படாமல்	yedukkappadaamal
எட்டப்படும்	ettappadum
எட்டப்படும்	etttappadum
எட்டாவது	ettaavathu
எட்டியது	ettiyathu
எட்டியது	yettiyathu
எண்ணிக்கை	ennikkai
எண்ணிக்கை	yennikkai
எண்ணிக்கையான	ennikkaiyaana
எண்ணிக்கையிலும்	ennikkaiyilum
எண்ணிக்கையில்	ennikkaiyil
எதற்காக	ethargaaka
எதற்காக	etharkaaga
எதற்காக	etharkaaka
எதிராளி	ethiraali
எதிராளியின்	ethiraaliyin
எதிர்க்க	edhirkka
எதிர்க்க	ethirkka
எதிர்க்க	yedhirkka
எதிர்க்கவில்லை	edhirkkavillai
எதிர்க்கவில்லை	ethirkkavillai
எதிர்க்கவில்லை	yedhirkkavillai
எதிர்க்கவும்	edhikkavum
எதிர்க்கவும்	ethirkkavum
எதிர்க்கவும்	yedhirkkavum
எதிர்க்காமல்	edhirkaamal
எதிர்க்காமல்	ethirkkaamal
எதிர்க்காமல்	yedhirkaamal
எதிர்க்காமல்	yedhirkkaamal
எதிர்பார்ப்பு	edhirpaarppu
எதிர்பார்ப்பு	ethirpaarppu
எதிர்பார்ப்புகள்	edhirpaarppugal
எதிர்பார்ப்புகள்	ethirpaarppugal
எதிர்பார்ப்புகள்	ethirpaarppukal
எதுவாக	edhuvaaga
எதுவாக	ethuvaaka
எதுவாக	yedhuvaaga
எனிட்	einid
எனிட்	enid
எனிட்	eniid
எனிட்	eynid
எனிட்	iinid
எனிட்	inid
எனிட்	iniid
எனிட்	iynid
எனிட்	yenid
எனின்	enin
எமிலி	amili
எமிலி	amily
எமிலி	emeli
எமிலி	emely
எமிலி	emile
எமிலி	emili
எமிலி	emilie
எமிலி	emilii
எமிலி	emily
எமிலி	imili
எமிலி	imilii
எமிலி	imily
எமிலி	yemili
எய்த	eytha
எய்த	yeitha
எய்தி	eythi
எய்தி	yeithi
எய்தும்	eythum
எய்தும்	yeithum
எரிந்து	erinththu
எரிந்து	erinthu
எரிந்து	yerinthu
எறிந்து	erinththu
எறிந்து	erinthu
எறிந்து	yerinththu
எலக்ட்ரான்கள்	elaktraankal
எலக்ட்ரான்கள்	electronkal
எலக்ட்ரான்கள்	yekaltraankal
எளிமையாக	elimaiyaaka
எளிமையாக	yelimaiyaaga
எளிமையாக	yelimaiyaaka
எளிமையாகக்	elimaiyaakak
எளிமையாகக்	yelimaiyaagak
எளிமையாகக்	yelimaiyaakak
எள்	el
எள்	yel
எள்	yell
எழுதியுள்ள	ezhuthiyulla
எழுதியுள்ள	yeluthiyulla
எழுதியுள்ளது	ezhuthiyullathu
எழுதியுள்ளது	yeluthiyullathu
எழுதியுள்ளனர்	ezhuthiyullanar
எழுதியுள்ளனர்	yeluthiyullanar
எவருக்கும்	evarukkum
எவருக்கும்	yavarukkum
எவருமே	evarumae
எவருமே	yavarumae
எவர்	eavar
எவர்	evar
எவர்	ever
எவர்	ewer
எவர்	ivir
எவர்	yavar
எவர்	yevar
எவ்வித	evvitha
எவ்வித	yavvitha
எவ்விதக்	evvithak
எவ்விதக்	yavvithak
எவ்விதத்திலும்	evvithaththilum
எவ்விதத்திலும்	yavvithaththilum
எவ்விதமான	evvithamaana
எவ்விதமான	yavvithamaana
எவ்விதம்	eavvitham
எவ்விதம்	evvitham
எவ்விதம்	yavvitham
ஏகபோக	aegapoaka
ஏகபோக	aekapoaka
ஏகபோக	eekapoaka
ஏகபோக	ekapoaka
ஏகபோகம்	aekapoagam
ஏகபோகம்	aekapoakam
ஏகபோகம்	eekapoakam
ஏகபோகம்	ekapoakam
ஏஞ்சல்	aengchal
ஏஞ்சல்	angel
ஏனை	aanai
ஏனை	aenai
ஏனை	yaenai
ஏப்ரல்	april
ஏப்ரல்	aprill
ஏப்ரல்	eepral
ஏப்ரல்	epril
ஏறிய	aeriya
ஏறிய	eeriya
